"","wkt_geom","respno","country","country_nm","intvno","decno","region","location_l","location_1","location_2","location_3","location_4","location_5","townvill","y","x","loc","f31","f32","f33","near_fid"
"302","POINT(-10.04667000000000066 5.88082900000000031)","LIB0182",8,"LIBERIA","LIB14","LIB2",383,"COMMONWEALTH",NA,NA,NA,"NA","NA","BUCHANAN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"303","POINT(-10.04667000000000066 5.88082900000000031)","LIB0183",8,"LIBERIA","LIB15","LIB2",383,"COMMONWEALTH",NA,NA,NA,"NA","NA","BUCHANAN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"304","POINT(-10.04667000000000066 5.88082900000000031)","LIB0184",8,"LIBERIA","LIB15","LIB2",383,"COMMONWEALTH",NA,NA,NA,"NA","NA","BUCHANAN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"305","POINT(-8.75138899999999964 7.02249999999999996)","LIB1033",8,"LIBERIA","LIB33","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"306","POINT(-8.75138899999999964 7.02249999999999996)","LIB1034",8,"LIBERIA","LIB34","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"307","POINT(-8.75138899999999964 7.02249999999999996)","LIB1035",8,"LIBERIA","LIB33","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"308","POINT(-8.75138899999999964 7.02249999999999996)","LIB1036",8,"LIBERIA","LIB32","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"309","POINT(-8.75138899999999964 7.02249999999999996)","LIB1037",8,"LIBERIA","LIB32","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"310","POINT(-8.75138899999999964 7.02249999999999996)","LIB1038",8,"LIBERIA","LIB35","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"311","POINT(-8.75138899999999964 7.02249999999999996)","LIB1039",8,"LIBERIA","LIB35","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"312","POINT(-8.75138899999999964 7.02249999999999996)","LIB1040",8,"LIBERIA","LIB34","LIB2",391,"ZOE-GBAO",NA,NA,NA,"NA","NA","DUOWIN",7.02250003814697,-8.75138854980469,2,NA,NA,NA,0
"313","POINT(-10.04667000000000066 5.88082900000000031)","LIB0801",8,"LIBERIA","LIB54","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"314","POINT(-10.04667000000000066 5.88082900000000031)","LIB0802",8,"LIBERIA","LIB54","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"315","POINT(-10.04667000000000066 5.88082900000000031)","LIB0803",8,"LIBERIA","LIB53","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"316","POINT(-10.04667000000000066 5.88082900000000031)","LIB0804",8,"LIBERIA","LIB53","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"317","POINT(-10.04667000000000066 5.88082900000000031)","LIB0805",8,"LIBERIA","LIB52","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"318","POINT(-10.04667000000000066 5.88082900000000031)","LIB0806",8,"LIBERIA","LIB52","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"319","POINT(-10.04667000000000066 5.88082900000000031)","LIB0807",8,"LIBERIA","LIB55","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"320","POINT(-10.04667000000000066 5.88082900000000031)","LIB0808",8,"LIBERIA","LIB55","LIB2",390,"GREATER MONROVIA",NA,NA,NA,"NA","NA","FISH TOWN",5.88082885742188,-10.046669960022,2,NA,NA,NA,0
"321","POINT(-11.09582900000000016 6.64693700000000032)","LIB0411",8,"LIBERIA","LIB23","LIB4",387,"VOINJAMA",NA,NA,NA,"NA","NA","FOMBA VILLAGE",6.64693689346313,-11.0958290100098,2,NA,NA,NA,0
"322","POINT(-11.09582900000000016 6.64693700000000032)","LIB0412",8,"LIBERIA","LIB23","LIB4",387,"VOINJAMA",NA,NA,NA,"NA","NA","FOMBA VILLAGE",6.64693689346313,-11.0958290100098,2,NA,NA,NA,0
"323","POINT(-8.53082799999999963 7.3022159999999996)","LIB1009",8,"LIBERIA","LIB62","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"324","POINT(-8.53082799999999963 7.3022159999999996)","LIB1010",8,"LIBERIA","LIB64","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"325","POINT(-8.53082799999999963 7.3022159999999996)","LIB1011",8,"LIBERIA","LIB64","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"326","POINT(-8.53082799999999963 7.3022159999999996)","LIB1012",8,"LIBERIA","LIB63","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"327","POINT(-8.53082799999999963 7.3022159999999996)","LIB1013",8,"LIBERIA","LIB62","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"328","POINT(-8.53082799999999963 7.3022159999999996)","LIB1014",8,"LIBERIA","LIB65","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"329","POINT(-8.53082799999999963 7.3022159999999996)","LIB1015",8,"LIBERIA","LIB65","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"330","POINT(-8.53082799999999963 7.3022159999999996)","LIB1016",8,"LIBERIA","LIB63","LIB1",391,"GARR-BAIN",NA,NA,NA,"NA","NA","GANTA",7.30221605300903,-8.53082847595215,2,NA,NA,NA,0
"331","POINT(-8.80471799999999938 7.36582700000000035)","LIB0945",8,"LIBERIA","LIB62","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"332","POINT(-8.80471799999999938 7.36582700000000035)","LIB0946",8,"LIBERIA","LIB65","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"333","POINT(-8.80471799999999938 7.36582700000000035)","LIB0947",8,"LIBERIA","LIB62","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"334","POINT(-8.80471799999999938 7.36582700000000035)","LIB0948",8,"LIBERIA","LIB64","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"335","POINT(-8.80471799999999938 7.36582700000000035)","LIB0949",8,"LIBERIA","LIB65","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"336","POINT(-8.80471799999999938 7.36582700000000035)","LIB0950",8,"LIBERIA","LIB64","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"337","POINT(-8.80471799999999938 7.36582700000000035)","LIB0951",8,"LIBERIA","LIB65","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"338","POINT(-8.80471799999999938 7.36582700000000035)","LIB0952",8,"LIBERIA","LIB65","LIB2",391,"SANNIQUELLIE-MAHN",NA,NA,NA,"NA","NA","GBALASONNOH",7.36582708358765,-8.80471801757812,2,NA,NA,NA,0
"339","POINT(-9.4722179999999998 6.99555599999999966)","LIB0057",8,"LIBERIA","LIB23","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"340","POINT(-9.4722179999999998 6.99555599999999966)","LIB0058",8,"LIBERIA","LIB25","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"341","POINT(-9.4722179999999998 6.99555599999999966)","LIB0059",8,"LIBERIA","LIB25","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"342","POINT(-9.4722179999999998 6.99555599999999966)","LIB0060",8,"LIBERIA","LIB22","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"343","POINT(-9.4722179999999998 6.99555599999999966)","LIB0061",8,"LIBERIA","LIB22","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"344","POINT(-9.4722179999999998 6.99555599999999966)","LIB0062",8,"LIBERIA","LIB23","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"345","POINT(-9.4722179999999998 6.99555599999999966)","LIB0063",8,"LIBERIA","LIB24","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"346","POINT(-9.4722179999999998 6.99555599999999966)","LIB0064",8,"LIBERIA","LIB24","LIB5",381,"JORQUELLEH",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"347","POINT(-9.4722179999999998 6.99555599999999966)","LIB0105",8,"LIBERIA","LIB22","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"348","POINT(-9.4722179999999998 6.99555599999999966)","LIB0106",8,"LIBERIA","LIB22","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"349","POINT(-9.4722179999999998 6.99555599999999966)","LIB0107",8,"LIBERIA","LIB24","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"350","POINT(-9.4722179999999998 6.99555599999999966)","LIB0108",8,"LIBERIA","LIB24","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"351","POINT(-9.4722179999999998 6.99555599999999966)","LIB0109",8,"LIBERIA","LIB25","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"352","POINT(-9.4722179999999998 6.99555599999999966)","LIB0110",8,"LIBERIA","LIB25","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"353","POINT(-9.4722179999999998 6.99555599999999966)","LIB0111",8,"LIBERIA","LIB23","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"354","POINT(-9.4722179999999998 6.99555599999999966)","LIB0112",8,"LIBERIA","LIB23","LIB4",381,"SUAKOKO",NA,NA,NA,"NA","NA","GBARNGA",6.99555587768555,-9.47221755981445,2,NA,NA,NA,0
"355","POINT(-10.03860700000000072 7.06666699999999981)","LIB0089",8,"LIBERIA","LIB24","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"356","POINT(-10.03860700000000072 7.06666699999999981)","LIB0090",8,"LIBERIA","LIB24","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"357","POINT(-10.03860700000000072 7.06666699999999981)","LIB0091",8,"LIBERIA","LIB23","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"358","POINT(-10.03860700000000072 7.06666699999999981)","LIB0092",8,"LIBERIA","LIB23","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"359","POINT(-10.03860700000000072 7.06666699999999981)","LIB0093",8,"LIBERIA","LIB25","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"360","POINT(-10.03860700000000072 7.06666699999999981)","LIB0094",8,"LIBERIA","LIB25","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"361","POINT(-10.03860700000000072 7.06666699999999981)","LIB0095",8,"LIBERIA","LIB22","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"362","POINT(-10.03860700000000072 7.06666699999999981)","LIB0096",8,"LIBERIA","LIB22","LIB2",381,"SANOYEAH",NA,NA,NA,"NA","NA","GBONOKALAI",7.06666707992554,-10.0386066436768,2,NA,NA,NA,0
"363","POINT(-9.48332699999999917 7.52110699999999976)","LIB0377",8,"LIBERIA","LIB22","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"364","POINT(-9.48332699999999917 7.52110699999999976)","LIB0378",8,"LIBERIA","LIB22","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"365","POINT(-9.48332699999999917 7.52110699999999976)","LIB0379",8,"LIBERIA","LIB25","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"366","POINT(-9.48332699999999917 7.52110699999999976)","LIB0380",8,"LIBERIA","LIB25","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"367","POINT(-9.48332699999999917 7.52110699999999976)","LIB0381",8,"LIBERIA","LIB23","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"368","POINT(-9.48332699999999917 7.52110699999999976)","LIB0382",8,"LIBERIA","LIB23","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"369","POINT(-9.48332699999999917 7.52110699999999976)","LIB0383",8,"LIBERIA","LIB24","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"370","POINT(-9.48332699999999917 7.52110699999999976)","LIB0384",8,"LIBERIA","LIB24","LIB1",387,"SALAYEA",NA,NA,NA,"NA","NA","GORLU TOWN",7.52110719680786,-9.48332691192627,2,NA,NA,NA,0
"371","POINT(-9.57277900000000059 5.65500000000000025)","LIB1105",8,"LIBERIA","LIB12","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"372","POINT(-9.57277900000000059 5.65500000000000025)","LIB1106",8,"LIBERIA","LIB12","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"373","POINT(-9.57277900000000059 5.65500000000000025)","LIB1107",8,"LIBERIA","LIB13","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"374","POINT(-9.57277900000000059 5.65500000000000025)","LIB1108",8,"LIBERIA","LIB13","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"375","POINT(-9.57277900000000059 5.65500000000000025)","LIB1109",8,"LIBERIA","LIB14","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"376","POINT(-9.57277900000000059 5.65500000000000025)","LIB1110",8,"LIBERIA","LIB14","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"377","POINT(-9.57277900000000059 5.65500000000000025)","LIB1111",8,"LIBERIA","LIB15","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"378","POINT(-9.57277900000000059 5.65500000000000025)","LIB1112",8,"LIBERIA","LIB15","LIB2",392,"CENTRAL RIVERCESS",NA,NA,NA,"NA","NA","GORZOHN",5.65500020980835,-9.57277870178223,2,NA,NA,NA,0
"379","POINT(-7.71693899999999999 4.37499899999999986)","LIB0529",8,"LIBERIA","LIB35","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"380","POINT(-7.71693899999999999 4.37499899999999986)","LIB0530",8,"LIBERIA","LIB34","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"381","POINT(-7.71693899999999999 4.37499899999999986)","LIB0531",8,"LIBERIA","LIB34","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"382","POINT(-7.71693899999999999 4.37499899999999986)","LIB0532",8,"LIBERIA","LIB33","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"383","POINT(-7.71693899999999999 4.37499899999999986)","LIB0533",8,"LIBERIA","LIB33","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"384","POINT(-7.71693899999999999 4.37499899999999986)","LIB0534",8,"LIBERIA","LIB32","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"385","POINT(-7.71693899999999999 4.37499899999999986)","LIB0535",8,"LIBERIA","LIB32","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"386","POINT(-7.71693899999999999 4.37499899999999986)","LIB0536",8,"LIBERIA","LIB35","LIB4",389,"HARPER",NA,NA,NA,"NA","NA","HARPER CITY",4.37499904632568,-7.71693897247314,2,NA,NA,NA,0
"387","POINT(-10.3430579999999992 7.33193599999999979)","LIB1185",8,"LIBERIA","LIB63","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"388","POINT(-10.3430579999999992 7.33193599999999979)","LIB1186",8,"LIBERIA","LIB65","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"389","POINT(-10.3430579999999992 7.33193599999999979)","LIB1187",8,"LIBERIA","LIB64","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"390","POINT(-10.3430579999999992 7.33193599999999979)","LIB1188",8,"LIBERIA","LIB64","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"391","POINT(-10.3430579999999992 7.33193599999999979)","LIB1189",8,"LIBERIA","LIB65","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"392","POINT(-10.3430579999999992 7.33193599999999979)","LIB1190",8,"LIBERIA","LIB62","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"393","POINT(-10.3430579999999992 7.33193599999999979)","LIB1191",8,"LIBERIA","LIB62","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"394","POINT(-10.3430579999999992 7.33193599999999979)","LIB1192",8,"LIBERIA","LIB63","LIB3",382,"BOPOLU",NA,NA,NA,"NA","NA","HENRY TOWN",7.33193588256836,-10.3430576324463,2,NA,NA,NA,0
"395","POINT(-8.58333000000000013 5.4166660000000002)","LIB0073",8,"LIBERIA","LIB23","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"396","POINT(-8.58333000000000013 5.4166660000000002)","LIB0074",8,"LIBERIA","LIB24","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"397","POINT(-8.58333000000000013 5.4166660000000002)","LIB0075",8,"LIBERIA","LIB24","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"398","POINT(-8.58333000000000013 5.4166660000000002)","LIB0076",8,"LIBERIA","LIB25","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"399","POINT(-8.58333000000000013 5.4166660000000002)","LIB0077",8,"LIBERIA","LIB25","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"400","POINT(-8.58333000000000013 5.4166660000000002)","LIB0078",8,"LIBERIA","LIB22","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"401","POINT(-8.58333000000000013 5.4166660000000002)","LIB0079",8,"LIBERIA","LIB23","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"402","POINT(-8.58333000000000013 5.4166660000000002)","LIB0080",8,"LIBERIA","LIB22","LIB4",381,"PANTA",NA,NA,NA,"NA","NA","JOE TOWN",5.41666603088379,-8.58333015441895,2,NA,NA,NA,0
"403","POINT(-10.35167000000000037 6.52999799999999997)","LIB0465",8,"LIBERIA","LIB43","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"404","POINT(-10.35167000000000037 6.52999799999999997)","LIB0466",8,"LIBERIA","LIB45","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"405","POINT(-10.35167000000000037 6.52999799999999997)","LIB0467",8,"LIBERIA","LIB45","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"406","POINT(-10.35167000000000037 6.52999799999999997)","LIB0468",8,"LIBERIA","LIB44","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"407","POINT(-10.35167000000000037 6.52999799999999997)","LIB0469",8,"LIBERIA","LIB44","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"408","POINT(-10.35167000000000037 6.52999799999999997)","LIB0470",8,"LIBERIA","LIB42","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"409","POINT(-10.35167000000000037 6.52999799999999997)","LIB0471",8,"LIBERIA","LIB42","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"410","POINT(-10.35167000000000037 6.52999799999999997)","LIB0472",8,"LIBERIA","LIB43","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"411","POINT(-10.35167000000000037 6.52999799999999997)","LIB0473",8,"LIBERIA","LIB45","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"412","POINT(-10.35167000000000037 6.52999799999999997)","LIB0474",8,"LIBERIA","LIB45","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"413","POINT(-10.35167000000000037 6.52999799999999997)","LIB0475",8,"LIBERIA","LIB43","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"414","POINT(-10.35167000000000037 6.52999799999999997)","LIB0476",8,"LIBERIA","LIB43","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"415","POINT(-10.35167000000000037 6.52999799999999997)","LIB0477",8,"LIBERIA","LIB44","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"416","POINT(-10.35167000000000037 6.52999799999999997)","LIB0478",8,"LIBERIA","LIB44","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"417","POINT(-10.35167000000000037 6.52999799999999997)","LIB0479",8,"LIBERIA","LIB42","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
"418","POINT(-10.35167000000000037 6.52999799999999997)","LIB0480",8,"LIBERIA","LIB42","LIB4",388,"KAKATA",NA,NA,NA,"NA","NA","KAKATA CITY",6.52999782562256,-10.3516702651978,2,NA,NA,NA,0
